row_type,objective_slot,objective_name,objective_display_name,objective_numerical_aperture,objective_um_per_pixel,objective_backlash_x,objective_backlash_y,objective_backlash_z,objective_dof_steps,objective_focus_stack_step,objective_autofocus_range_steps,stage_um_per_step_x,stage_um_per_step_y,axis,mode,commanded_steps,rep,valid,reason,fwd_px,dx_px,dy_px,cross_axis_px,phase_response,template_score,measured_um,commanded_um,error_um,residual_px,residual_um,residual_phase_response
summary_std,4x,4x,4x,0.1,3.672704687965688,100,130,20,803,402,8030,2.264761369623101,3.2719607095945618,Y,none,200,,,,5.02422843275,3.208,-97.923,3.208,0.6549,0.3936,18.4526799998,0,18.4526912992,0.765555165296,2.81164506145,0.9635
summary_n,4x,4x,4x,0.1,3.672704687965688,100,130,20,803,402,8030,2.264761369623101,3.2719607095945618,Y,none,200,,,,10,3.208,-97.923,3.208,0.6549,0.3936,10,10,10,10,10,0.9635
summary_mean,4x,4x,4x,0.1,3.672704687965688,100,130,20,803,402,8030,2.264761369623101,3.2719607095945618,Y,sign,100,,,,38.1926,0.253,-10.036,0.253,0.9438,0.9358,140.2702,327.1961,-186.9259,62.4535,229.37349,0.5985
summary_std,4x,4x,4x,0.1,3.672704687965688,100,130,20,803,402,8030,2.264761369623101,3.2719607095945618,Y,sign,100,,,,20.3303387205,0.253,-10.036,0.253,0.9438,0.9358,74.6672319929,0,74.6672319929,26.169146478,96.1114063625,0.5985
summary_n,4x,4x,4x,0.1,3.672704687965688,100,130,20,803,402,8030,2.264761369623101,3.2719607095945618,Y,sign,100,,,,10,0.253,-10.036,0.253,0.9438,0.9358,10,10,10,10,10,0.5985
summary_mean,4x,4x,4x,0.1,3.672704687965688,100,130,20,803,402,8030,2.264761369623101,3.2719607095945618,Y,sign,200,,,,161.6672,6.093,173.548,6.093,0.2911,0.3365,593.75567,654.3921,-60.63643,24.6063,90.37234,0.9219
summary_std,4x,4x,4x,0.1,3.672704687965688,100,130,20,803,402,8030,2.264761369623101,3.2719607095945618,Y,sign,200,,,,22.6062090871,6.093,173.548,6.093,0.2911,0.3365,83.0259833468,0,83.0259833468,29.2437527044,107.403361419,0.9219
summary_n,4x,4x,4x,0.1,3.672704687965688,100,130,20,803,402,8030,2.264761369623101,3.2719607095945618,Y,sign,200,,,,10,6.093,173.548,6.093,0.2911,0.3365,10,10,10,10,10,0.9219
summary_mean,4x,4x,4x,0.1,3.672704687965688,100,130,20,803,402,8030,2.264761369623101,3.2719607095945618,Y,hysteresis,100,,,,134.1398,4.926,-151.97,4.926,0.2614,0.1198,492.6561,327.1961,165.46001,14.057,51.62794,0.8362
summary_std,4x,4x,4x,0.1,3.672704687965688,100,130,20,803,402,8030,2.264761369623101,3.2719607095945618,Y,hysteresis,100,,,,17.4206439146,4.926,-151.97,4.926,0.2614,0.1198,63.9803632716,0,63.9803746438,13.4607813212,49.4373755375,0.8362
summary_n,4x,4x,4x,0.1,3.672704687965688,100,130,20,803,402,8030,2.264761369623101,3.2719607095945618,Y,hysteresis,100,,,,10,4.926,-151.97,4.926,0.2614,0.1198,10,10,10,10,10,0.8362
summary_mean,4x,4x,4x,0.1,3.672704687965688,100,130,20,803,402,8030,2.264761369623101,3.2719607095945618,Y,hysteresis,200,,,,168.4281,5.539,-169.416,5.539,0.2001,0.1561,618.58624,654.3921,-35.80587,14.3181,52.58528,0.9324
summary_std,4x,4x,4x,0.1,3.672704687965688,100,130,20,803,402,8030,2.264761369623101,3.2719607095945618,Y,hysteresis,200,,,,4.45305389468,5.539,-169.416,5.539,0.2001,0.1561,16.3545916095,0,16.3545891442,0.468404727654,1.71970022181,0.9324
summary_n,4x,4x,4x,0.1,3.672704687965688,100,130,20,803,402,8030,2.264761369623101,3.2719607095945618,Y,hysteresis,200,,,,10,5.539,-169.416,5.539,0.2001,0.1561,10,10,10,10,10,0.9324
